16.8,0.4,
16.3,0.5,
58.6,4.3,
32.1,0.8,
75.2,4.7,
48.6,3.3,
55.8,4.2,
48.6,3.5,
69.1,2.5,
45.2,2.6,
68.7,4.6,
13.7,0.8,
27.3,0.3,
38.5,0.5,
72.4,2.0,
72.8,0.5,
81.1,3.3,
66.7,1.9,
50.0,1.9,
68.6,1.8,
87.9,1.0,
62.8,1.6,
62.0,2.0,
21.6,0.9,
